,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime,title
666,B000SR19V4,"[4, 6]",2,"i travel a lot and carry too many chargers...so, i though the callpod was a great idea.i ordered the charger and 4 adapters for $109 bucks...  the deliver was ontime.what arrived was a really cheap plastic pod and adapters that at most should not cost more than $2 bucks each...  the adapters are so cheaply made that they don't attach to the pod very good.  the charger has all these lights that stay on unless i unplug the entire unit.  the ipod charger is so badly made that it got stuck in my ipod...i had to spend serveral minutes trying to jiggle it out...i believe the side buttons which actuate the clip in inop...i called cellpod and they said to send it back...  i said no...they sent a defective adapter and they should pay the postage...  then...they tried to convince me to go to dhl and use their account...  i said no...i paid for deliver to my house and i'm not running around town looking for dhl...  finally...after haggling with c/s, they said they would send a prepaid dhl envelope to my home...all in all...this is really a cheesy product and not very good customer service...  i have not received the dhl envelope after a week...i will never buy from them again...nor will i recommend their products to my fellow travellers...","06 18, 2008",A1RMANWLQ05OK6,"buj ""buj""",clever idea...poor execution and customer service,1213747200,Callpod Universal Chargepod Base Unit with No Adapters - Silver
1631,B002898922,"[1, 1]",3,"These devices are convenient but in just a few months of very infrequent use mine started to work only part of the time.  The wires next to the connectors becomes fatigued over time and they break internally.  If you want to find just the perfect position to hold the cable it will eventually work, but who wants to hold the cable and watch their phone charge?","12 29, 2010",A2I7AT9BRYZJ1S,BassicallyDoug,Works but fails prematurely,1293580800,"Cables Unlimited Retractable Micro USB Cable for Blackberry Storm, Bold and Tour - Black"
563,B000KZW7L0,"[1, 2]",3,"This case is works and is cheap so I am still giving it a few stars, but I feel it is a little bit of tricky advertising and the item is not as one would expect.When you scrutinize the description it does state ""Brushed Aluminum Back Cover"" which I took to mean the cover is aluminum.  What it truly means is that the case is clear plastic and a little brushed aluminum plate has been glued only to the back.  In the picture it appears the entire case is aluminum which is what I really wanted, but not so. The case is clear plastic all around the sides and only metal on back. I'm not sure what the purpose of making only the back aluminum except to keep it low cost, but as anyone purchasing this is probably expecting a metal case it is a let down over all.P.S. The case is slippery.","07 22, 2013",A2ZN03NB5R1I10,W. Burn,Pretty Cheesy,1374451200,"BoxWave Minimus Brushed Aluminum Samsung Galaxy S4 Case - Ultra Low Profile, Slim Fit Snap Shell Cover w/ Brushed Aluminum Back Cover (Jet Black)"
1150,B001DNSLKE,"[0, 0]",3,"I like that it has some hardness to it but the case is not idealIt is very slippery on the backthe sides are ok, very hard feeling knobs but will not slip.alignment is perfect!The plastic back also is not perfect, has blemishes from material","11 24, 2012",A135GX2LDBSWBK,kevin solgat,Not impressed. Very slippery and cheap,1353715200,"BoxWave Galaxy S3 UniColor Case - Sleek Dual Tone TPU Case for Durable Anti-Slip Protection, Transparent Matte Back with Solid Border - Galaxy S3 Cases and Covers (Jet Black)"
650,B000SAD7RA,"[10, 10]",4,"I'm a grizzled veteran of the BT headset wars, and I'm always changing to find the ""perfect"" headset.  This is the closest I've come so far.Here's the good:===========================* By far, the best thing about it is the noise-cancelling feature. I'm on the road a lot, and the ""max"" setting almost eliminates road and background noise on the other end...my daughter said she hated talking to me when I was on the road before I bought this headset. This is a MAJOR plus, and the main reason I bought it to begin with. It simply works!* Volume is LOUD! In those noisy environments, this is a plus, and I usually have to turn it down to mid-range, even in noisy areas.* Unlike some, it is very comfortable to me, for long periods of time, and I wear mine for hours at a time. Lighweight and small...compared to my Motorola H700, it's heaven. I forget it's even on sometimes.* I love the quick disconnect, reconnect feature using the volume up/down buttons.  I use it with two phones (Motorola V325 for work and Blackberry 8700c for personal), and this makes it a breeze to switch from one to the other without having to fumble through the phone menus. (If you use it with a Blackberry, be sure to turn off the ""Echo Control"" setting in the BT menu for this headset.)* Clip for your shirt or pocket.* The price is very reasonable for a headset with these advanced features.So, what kept it from being 5-stars?=====================================* Proprietary charger (why not mini-USB, except to make more money?)* Slippery plastic ear hook, though they do include extras.* Talk time is okay, but not great. I can get maybe 4-5 hours out of it, putting it squarely in the average range based on my experiences.But these are minor, nitpicking complaints.  Overall, I would recommend this to anyone who wants a small, lightweight, comfortable, noise-reducing headset.","03 11, 2008",A38FPHYE72Y25P,bigbluelou,Best BT Headset I've used so far...and I've used a LOT,1205193600,BlueAnt Z9 Bluetooth Headset with Voice Isolation Technology
1466,B001R5KQGK,"[0, 0]",1,Battery came quickly and in good condition.  It's in my cell and  seems to be working fine.  The true test will be this next week while I'm at work.  So far so good and it looks like I would purchase from them again in the future.  Will update next week.,"07 11, 2011",ANNOX60TWI5QT,Amazon Customer,Battery BB8320,1310342400,Blackberry Standard Lithium-ion Replacement Battery Cs2 Cs-2 for RIM Blackberry 8330 8310 8320 8300 Curve Smartphone
1507,B001UC9NOQ,"[0, 0]",4,Its a little thicker than average but does a good job sending data and charges pretty fast. It could be a little bit longer.,"11 30, 2013",A2YPBQSX0NI6PA,Inkster,Works fine,1385769600,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
524,B000JUQ3XY,"[0, 0]",5,"This fits my blackberry pearl perfectly.  Too bad verizon didnt put one of these in with my phone with i bought it.  Instead they gave me a lame pouch that pissed me off.  The only give these nice holsters out with the blackberry that is 100 more than the pearl.bottom line, looks good and fits perfect and great price.","12 31, 2007",A1WQ34TQB0ASTN,"DL ""DL""",nice factory holster,1199059200,BlackBerry Lambskin Leather Swivel Holster for 8100 Pearl
1447,B001LRPN0I,"[0, 0]",5,"This charger works great with the phone and looks amazing. When I put my phone on the dock I switch it to the clock mode so the dock makes my phone an alarm clock at nite and keeps my phone in a convenient, safe place. The only bad comment I have to say about it is that it will not fit if you have a case-mate cover over your phone. It is just the right size for just my phone. I'm not sure if a thinner case will do the trick but it is annoying having to take the case off everyday before bed and putting it back on in the mornings. Other than that I highly recommend it for anyone who doesn't like using a case and likes a convenient place to put their phone to charge.","01 16, 2013",A1CDAY4KRQPL7,"Joey ""Joey Salinas""",Looks awesome works great,1358294400,"BlackBerry Desktop Charge,Sync Pod for BlackBerry Storm 9500 and 9530 (Does not work with Storm2 9550 and 9520)"
807,B0012NRJSU,"[0, 0]",5,"I have the Blackberry Pearl 8110. Ever since I got it, charging it has been a huge hassle due to a faulty usb port. Thankfully, I discovered this charging pod for it as an alternative way to charge the battery. The second I placed my phone on the charger, it signaled a charge. No more removing and reinserting the charger into the bad usb port 20 times, struggling to get it to charge. I can now just sit my phone in this little pod. This is fantastic!","12 29, 2012",A2CH7D7568YXJF,Sally,I can finally charge my phone again!,1356739200,"BlackBerry Charging Pod for 8100, 8110, 8120, 8130 Pearl (Silver)"
1006,B0018MK2C0,"[0, 0]",4,"Just received my 655+ and after a night of charging, it paired very easily with my Curve 8330.  I made a few test calls today and seems to be working well with sound quality on both ends sounding ok.  The charger cradle is nice and seems very sturdy.  One thing I was disappointed in was that I was forced to use the ear loop as the gel attachments in all 3 sizes would not hold the device in my ear comfortably or without it falling out.  I had hoped to get away without the loop but I can live with it.  I will update review if I notice anything different with extended use.","02 9, 2010",A2YXATDSVKCZGT,James Dorsey,Happy so far..,1265673600,BlackBerry Bluetooth Headset - Black
1166,B001E6KE46,"[0, 0]",1,looks alright but didn't fit on my grandpas iphone 3G.  it fell off when ever he took it out of his pocket.,"12 8, 2013",A3W18S181ZP36Q,Malcolm Armstrong,verry poorly made,1386460800,Black Silicone Skin Case for Apple iPhone 3G 8GB 16GB
53,7887421268,"[0, 0]",5,"Received this in about a weeks time. Very nice actually considering how cheap the price was. It's a pink/purple with black leopard spots and has a very nice feel to it. I haven't tried to remove it yet, but hopefully it won't give me any trouble when I do want to change covers.","10 21, 2011",AJDJ6SQUDORP6,"patricia t. ""patricia tolman""",good deal,1319155200,Black And Pink Leopard Rubberized Snap on Design Hard Case Faceplate for Sprint Htc Evo 4g
439,B000EFVGV8,"[0, 1]",5,"And, a great price too.  The product works exactly as the factory cord; and, the retractable feature allows me to easily keep this one stored in my truck instead of toting all of my cords back and forth from the house to the truck.","08 19, 2013",AA3FTJYJYX55C,Robert Brown,Great Product!,1376870400,Belkin Retractable Sync & Charge USB Cable for Apple iPhone and iPod
6,120401325X,"[0, 0]",5,Came just as described.. It doesn't come unstuck and its cute! People ask where I got them from & it's great when driving.,"08 22, 2013",A1JVVYYO7G56DS,Tyler Evans,best thing ever..,1377129600,BY champper Leopard Home Button Sticker for Iphone 4g/4s Ipad2 Ipod (At&t Only) Jc064an + Free Screen Protector
1215,B001G2JPVQ,"[0, 0]",5,"This is the second one that I have purchased. The first one went in my car.  My wife who normally likes no gadgets in the windshield just loved my iphone there.  She saw me using GPS DRIVE, the gps application and instantly learned that it is so much better than the build in navigation system from the factory in her car.  So she demanded I buy this iphone holder for her car.  Came in yesterday and it is already in her car.  Thinking I should buy one more for travel.  Probably will.","01 21, 2010",AE5TKXSUWAVYL,Amazon Customer,"Does exactly what you want it to do, and it costs less",1264032000,Arkon Mini Windshield Mount for Apple iPhone 3G and Original Apple iPhone
721,B000W1PW96,"[2, 3]",5,"This is my 2nd arkon phone holder - I wanted a different one for each car.m it is a very good product.  I recommend you measure the distance from your windshield to where you want the phone, and then buy the right arkon product for it.","12 14, 2012",A39HKRASBIR9CA,"The ERISA Dude ""ERISA Dude""",Great product,1355443200,"Arkon 14-Inch Windshield Suction Mount for Universal Phone, Smartphone and PDA - Black"
725,B000WHK3V2,"[1, 1]",2,"This is a nice looking case, the only problem I had with this was that the inside is not painted, looks like they tried using just enough paint on the outside to make it look good. I guess it doesn't really matter once the case is snaped on to the phone but it still bugs me to see the poor quality...If you must buy this style of case, you might want to consider one called Kroo Shell, I'm not sure if they make it for the 1st Gen iPhone though.","11 26, 2008",AM3XNQU9TZBD8,"G. Perez ""Always having fun!""",Good but not the best,1227657600,Apple iPhone 1G Soft Polycarbonate Slim fit Case -Black(Cozip Brand) Made in Korea
1121,B001DDYH9I,"[0, 0]",5,"The battery works exactly as advertised - it recharged my iphone completely from an empty state. It seems very well designed. the only improvement would be a tether for the cap, but still, it's well worth the price.The customer service is very responsive: when I got this battery I discovered that they sent me the wrong cord. I emailed them at around 8 pm, had an answer within a couple of hours and the correct cord within a couple of days. Nice.","11 18, 2008",A1HRECPV2Q79BG,718tech,"Excellent battery, great customer service",1226966400,3GJuice Black 2.0 1800 mAh/2A DeLuxe Version iPhone/ iPod Battery Charger
1482,B001TI1GLO,"[0, 0]",5,"I felt that this product is excellent.  It holds the phone stug and tight, so it doesn't come unhooked.  It is very easy to adjust  on the windsheild.","10 21, 2010",A2OJPNLKNH37SR,Ted B.,Rotatable Car Windsheild Holder for 3G s Black Apple Phone,1287619200,360 Degree Rotatable Car Windshield Holder Suction Mount for Apple iPhone 3G / 3G S Black (8gb/16gb/32gb) by AccessoryWizard
1441,B001KYJ80I,"[0, 0]",1,"Samsung's use of a proprietary jack for both charging the phone and connecting a headset is a miserable design decision, from the consumer's perspective. I'm sure it adds to their bottom line. I've tried three of these adapters from two different suppliers and none work with a known-to-be-functional headset. Giving up and going back to my bluetooth earpiece.","02 25, 2013",AKAWRBIYP8S4B,Mr. Gato,Will It Work and You Bet It Won't,1361750400,"3.5mm Stereo Audio Headset Adapter for Samsung A767 Propel, i907 Epix, SGH-T109, SGH-A137, A637, A837 Rugby, SGH-A237, Messager R450, SGH-A227, SGH-T339, SGH-T229, M310 Slash, A827 Access, R430 MyShot, SPH-i325 Ace, SGH-T819, SCH-R300, SCH-R610, Mysto, SG"
1112,B001C2AS48,"[2, 4]",1,"I bought this to split the audio from my computer to two sources, seems simple enough but after a while we noticed only the right channel was working, so I unplugged the splitter to find the tip of the plug (approx. the first 1/8&#34;) had broken off inside my computer audio port.  Not only did ruin the plug but now I can't plug any other jacks in to the computer audio outlet port because the broken piece is stuck in there.  So now my computer is permanently crippled and limited to one channel due to this poorly made product.  Remember you get what you pay for!","05 16, 2013",A3I7KHL86ENRVP,R. Sheriff,Poor Craftsmanship could damage your computer,1368662400,3.5mm Stereo Audio Headphone Y Splitter Cable - Black
1648,B002AUPWA6,"[0, 0]",3,You can get three of these for half the cost of one of the name-brand stylii. So even if one doesn't work - as was true for me - you've still got two of these cool little dealies for not much cash. They make drawing and We Rule farming a lot easier. I like it.,"12 30, 2010",A1KWABWVUGCPG7,Sir Cake,Hard to beat for the price,1293667200,3 Stylus Pen for Apple iPhone 4 3G 3GS (Silver)
1488,B001U3O1ZG,"[0, 0]",3,"I tried twice and didn't get a great seal on the screen. I'm sure it can be done and I was only having trouble because I'm a clutz. But if you're thinking about buying 1, just go for the three. I'm sure they don't last forever.","10 6, 2009",A11U7BJTYTZL5V,Mark,Good thing they come in a 3 pack,1254787200,3 PACK BlackBerry Curve 8900 Screen Protector
