asin,battery,button,cable,call,car,case,charge,charger,color,cover,day,design,device,fit,get,hand,headset,iPhone,issue,life,look,lot,mount,order,phone,place,plug,pocket,power,price,problem,product,protection,protector,purchase,quality,review,screen,side,size,something,sound,thing,time,unit,use,volume,way,work
B0046HQKV6,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
B0046RE9CS,5,1,0,6,1,3,1,0,0,1,0,0,2,0,3,2,0,2,1,5,3,0,0,2,46,0,0,0,1,4,5,1,0,0,1,7,2,3,1,1,2,1,1,12,0,11,0,4,5
B0046REOM8,2,0,2,1,4,2,1,2,0,0,1,1,0,0,3,0,0,0,0,0,0,2,0,0,40,0,0,0,1,7,1,0,0,0,2,1,1,3,0,1,0,1,0,5,0,7,0,3,3
B0046S3D3I,0,1,0,0,0,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0
B00473KGDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,4,0,0,0,0,1,1,2,0,1,0,0,0,5,0,0,0,0,0,1,0,1,0,1,2
B00477RWNK,0,0,0,1,0,7,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
B0047EM82I,0,0,0,0,0,0,0,0,0,1,1,1,0,4,2,0,0,0,0,0,4,0,0,2,2,0,0,0,0,7,1,13,0,13,1,1,1,21,2,2,4,0,0,3,0,6,0,1,12
B0047VB69C,0,7,0,0,0,23,0,0,0,5,0,2,0,0,1,2,0,0,0,0,2,0,0,4,18,0,0,1,0,2,1,2,0,2,1,1,0,2,2,0,0,0,1,2,0,4,0,3,2
B0047Y1HMK,4,1,0,3,0,0,6,0,0,1,2,0,0,1,-1,0,5,3,2,1,0,1,0,1,5,1,2,1,0,4,7,2,0,0,4,11,0,0,0,2,1,11,3,5,0,6,0,2,6
B004886C1G,2,3,0,0,1,29,0,1,1,4,0,0,0,3,0,2,0,0,0,0,2,0,0,4,28,3,0,1,1,2,0,3,6,0,1,2,2,6,1,0,0,0,1,1,0,1,1,2,0
B0048BQ1S2,14,0,0,0,1,14,19,10,0,3,0,0,4,4,3,0,0,0,0,1,1,1,0,3,22,1,2,0,4,0,4,4,0,0,0,0,2,0,2,1,0,0,0,0,4,8,0,1,7
B0048C0VY6,1,0,3,0,1,0,4,4,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,12,0,5,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,1,2
B0048CIKRQ,0,1,0,0,0,11,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,9,1,2,0,1,0,1,2,3,3,0,1,0,3,4,1,0,0,2,1,0,2,0,0,1
B0048IZL5E,10,2,2,1,1,45,18,2,0,0,6,1,2,0,0,2,0,11,0,6,1,2,0,2,12,1,0,-2,5,0,3,10,1,0,3,1,-1,0,1,1,1,0,3,12,3,4,0,1,10
B0048KLOCG,0,0,14,0,1,0,5,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,-1,0,0,2
B0048WON0O,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0
B0049BIAS0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
B0049IE70I,7,0,41,0,2,0,36,74,0,0,2,2,8,2,1,2,0,0,3,1,3,3,0,7,55,1,15,1,11,21,2,12,1,0,5,4,-1,0,3,2,1,0,1,10,2,11,0,5,54
B0049ME3BM,2,0,0,0,0,1,3,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2
B0049MK47E,0,0,0,1,0,8,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,2,4,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1
B0049MLWHA,0,3,0,0,0,27,0,-1,1,2,0,0,1,2,3,0,0,6,1,0,3,0,0,2,10,1,0,0,0,3,1,1,7,0,1,1,0,3,0,0,1,1,1,7,0,-1,2,2,2
B0049PQMPY,0,0,-2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,0,0,-1,1,0,0,0,0,0,-1,-1,4,0,0,0,0,2,-1,-2,-2,0,0,1
B0049QNHJW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,8,0,0,0,0,2,0,3,0,7,1,1,0,5,0,1,0,0,1,1,0,0,0,1,0
B0049U3TUU,0,3,0,1,1,5,0,0,0,1,0,0,0,1,3,2,0,5,2,0,2,5,0,0,20,4,0,0,0,2,1,3,-1,34,0,7,1,26,1,0,2,0,2,3,0,5,0,2,9
B0049XEC76,0,0,0,0,0,2,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
B004A7Z428,3,6,14,10,25,3,22,2,0,0,2,7,30,4,3,5,2,6,2,1,7,4,22,1,93,4,6,1,10,0,9,15,0,0,0,4,2,3,4,0,5,5,7,14,34,39,4,9,33
B004A80KXK,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,1,-1,0,0,1,2,0,0,1,0,1,0,0,0,2,0,2,0,1,2
B004ACXVKA,0,0,0,0,0,5,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
B004AG785U,0,0,0,1,0,0,2,-1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,6,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,4
B004AIR7TU,0,0,0,1,0,3,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,0,0,1,5,1,1,0,0,1,0,1,1,0,1,3,1,0,0,0,0,0,0,2,0,1,0,1,1
B004AP9638,0,5,2,5,3,72,2,2,0,0,2,8,3,4,6,3,0,60,4,0,3,1,16,1,29,2,0,4,0,2,3,16,4,1,1,4,0,7,4,3,4,0,3,6,0,49,5,7,14
B004AXOI60,0,0,3,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B004B1WJ8K,0,0,0,0,1,26,0,0,5,4,0,0,0,3,0,0,0,2,1,0,3,0,0,1,7,0,0,3,0,2,0,1,7,2,0,0,0,0,3,1,0,0,0,2,0,1,0,2,1
B004B9QNJS,2,0,1,3,0,0,3,1,0,0,3,0,2,0,3,0,0,1,1,2,0,2,0,0,33,0,0,0,4,3,3,1,0,0,4,0,0,0,0,0,0,0,0,2,0,4,0,1,4
B004BAV76G,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,0,0,9,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,2,1,0,0,2,5,0,5
B004BGSFOC,5,0,0,0,0,1,2,-4,0,7,2,0,-1,2,0,0,0,0,0,4,1,0,0,3,3,0,0,0,0,2,0,2,0,0,0,3,1,0,0,-1,0,0,-2,3,0,3,0,0,6
B004BYSTBI,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B004CD86IE,0,0,0,0,0,15,3,1,1,0,0,1,0,1,0,0,0,0,0,0,2,2,0,1,4,1,0,0,0,1,0,1,1,0,0,2,0,0,2,0,0,0,1,2,0,0,0,2,0
B004CG6JGW,0,0,0,1,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
B004CMGNAS,0,0,1,0,0,18,0,0,4,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,15,0,0,1,0,1,0,1,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
B004CMIB8K,0,1,1,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1
B004CPAQQC,6,0,0,0,0,1,2,0,0,-2,3,0,0,2,-2,0,0,0,-1,0,0,0,0,0,7,-1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,0,1,2
B004CQ0IX2,15,0,0,0,2,-1,8,6,0,-2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,-1,3,0,1,-1,0,4,-1,0,2,1,0,0,1,0,-1,0,2,0,2,1,0,-1,7
B004CW94XG,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,2,0,0,2,8,0,0,0,0,0,0,0,2,7,0,1,0,8,2,0,0,0,0,1,0,1,0,0,1
B004CZ2APC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
B004D39KMY,2,1,0,1,0,32,0,3,0,2,0,1,0,3,1,1,4,0,1,0,2,0,0,0,6,0,3,2,0,1,1,0,0,0,0,0,3,0,1,0,0,0,1,0,0,2,0,3,2
B004DE0GZS,0,0,3,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,1,0,0,0,4,2,0,0,0,3,1,0,0,0,0,0,0,0,-1,0,0,0,0,7
B004DEPOA0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,1,5,0,0,1,7,2,0,0,0,0,3,2,3,0,3,1,0,9
B004DETDS4,1,2,0,0,3,2,2,1,0,2,-1,3,1,1,0,0,0,0,0,0,1,3,0,0,12,1,2,0,2,1,2,2,1,0,0,1,1,1,1,3,2,0,-1,4,1,4,0,-1,7
B004DGTOUE,0,4,0,0,0,8,0,0,5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,8,0,0,0,1,1,0,3,3,0,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0
B004DM4F9S,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,3,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
B004DR8PW6,1,-1,-2,5,1,1,9,2,0,0,2,1,2,2,4,0,7,0,1,2,2,3,0,2,6,1,2,1,4,2,5,6,0,0,1,11,1,0,0,0,1,4,2,2,2,4,0,1,13
B004EBFTTI,0,0,0,0,0,8,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1
B004ECTFTM,0,0,0,1,0,7,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,1,0,0,15,0,0,2,0,3,0,2,0,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1
B004EHZUYG,3,26,9,17,43,0,4,3,0,0,2,3,29,2,4,1,1,9,3,1,4,2,4,2,49,4,16,3,14,2,4,13,0,0,0,16,1,0,2,3,1,6,7,8,1,20,4,5,17
B004EI5DJC,0,0,0,0,0,12,0,0,0,-1,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,3
B004EKJTKE,0,1,1,0,0,10,2,1,1,2,0,0,1,2,1,0,0,3,0,0,2,0,0,1,10,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0
B004EKYB7U,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B004EQCAOA,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,10,0,1,0,0,0,2,0,0,0,1,8
B004ESMGEM,6,6,0,4,0,0,3,0,0,0,4,1,2,0,0,1,12,3,1,1,0,0,0,1,14,2,0,1,1,1,2,7,0,0,2,2,0,0,1,1,1,4,0,8,5,4,7,2,8
B004EUDLLM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B004F1F9P6,1,0,0,13,0,1,0,0,0,2,3,0,2,0,7,1,0,1,3,1,2,0,0,0,15,4,1,0,1,0,7,1,0,0,1,0,0,0,0,0,1,-1,1,8,2,4,0,2,8
B004FM6XU0,0,-2,-1,0,0,1,1,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,1,0,1,-1,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,-1,1,-1,3
B004FOXFIG,11,0,0,0,0,0,4,5,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4
B004FRP4A0,0,0,8,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,8
B004FSKVIE,1,2,0,1,0,4,0,0,2,9,1,0,1,5,5,0,0,11,4,0,13,3,0,11,38,-1,0,-1,0,17,2,20,2,67,8,6,2,83,1,0,1,0,14,16,0,8,0,9,28
B004FTXXKG,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
B004G590I8,0,3,0,0,0,15,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
B004GFMBMK,0,0,0,0,2,10,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,8,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1
B004GG8M7M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,16,0,0,0,0,0,0,0,0,0,2,0,1,8,2,0,0,0,1,4,0,1,0,0,9
B004GGU8TW,20,6,3,1,1,37,21,4,0,0,8,2,2,4,3,2,0,16,2,8,2,2,0,1,13,0,1,4,7,1,3,6,2,1,1,0,2,0,2,1,0,0,2,9,-1,10,1,5,5
B004GIDUIQ,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
B004GJ37SI,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
B004GJMTHS,0,11,0,0,3,55,1,3,29,5,2,1,0,4,0,1,0,7,3,0,22,1,0,15,41,1,0,2,0,13,1,9,6,1,3,4,0,1,3,0,1,0,4,1,0,6,0,3,4
B004H32Q8K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1
B004H4WJLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,2,0,0,0,0,0,-1,1,0,6,0,1,0,6,0,0,0,0,1,0,0,1,0,0,0
B004H6Y0PE,0,0,0,0,2,13,0,3,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5,0,-1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,1
B004HGHYI4,0,1,0,0,0,27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,13,0,0,1,0,1,0,1,2,0,0,0,0,1,0,1,0,0,0,1,0,3,0,0,1
B004HWZ5KM,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,2,2,0,0,27,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,1,0,0,4,0,9,0,1,2
B004I53BOA,0,0,0,0,1,32,1,1,-1,6,1,0,0,4,2,2,0,4,1,0,3,1,0,1,14,-1,0,1,0,4,0,6,1,1,0,2,0,0,2,0,0,0,1,3,0,2,0,3,1
B004I55OTA,0,0,0,-1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,2,0,2,1,1,1
B004I68YRS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,2,1,1,2
B004I8WH60,0,0,0,0,0,10,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,10,0,0,0,0,1,2,2,3,0,0,0,1,0,0,0,1,0,3,1,0,0,0,1,1
B004IAFTMM,0,1,0,0,0,37,0,1,6,2,1,0,0,1,1,0,0,0,0,0,0,0,0,2,19,0,0,1,0,4,1,2,1,0,3,1,1,2,1,0,0,0,2,4,0,1,0,0,3
B004IAJIHE,0,1,0,1,0,38,0,1,18,1,-1,0,0,2,1,0,0,3,0,0,3,0,0,1,25,0,1,-1,0,10,1,9,5,3,3,5,0,1,0,0,0,0,0,7,0,0,2,2,6
B004IAKVDY,0,2,0,0,0,13,0,0,2,1,0,0,0,0,1,0,0,3,0,0,0,1,0,3,7,0,0,0,0,1,0,2,0,6,0,2,0,2,0,0,0,0,2,1,0,2,1,1,1
B004IK9GXK,1,4,0,0,0,-1,0,0,0,1,0,0,0,1,1,2,0,0,1,0,0,0,0,1,3,0,0,1,2,2,1,5,3,2,0,0,1,-1,0,0,1,0,-1,2,1,1,1,1,2
B004J3DTHK,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2
B004JPQA7E,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,2,0,1,0,0,2
B004JZCCQ2,0,3,0,0,0,34,0,0,4,5,0,0,3,6,0,1,0,8,0,0,2,0,0,1,11,0,0,1,0,0,0,0,6,2,1,0,1,1,3,0,0,0,0,1,0,3,1,1,0
B004JZEJPY,0,1,0,0,0,19,1,0,0,0,0,1,0,2,0,0,0,5,0,0,1,0,0,0,9,1,3,4,0,2,0,0,5,1,0,0,0,1,2,1,1,0,0,1,0,0,0,0,2
B004K9XOH8,0,0,0,0,0,24,0,0,3,0,0,2,1,3,1,0,0,5,3,0,1,0,0,1,9,0,0,0,0,0,3,3,4,0,0,0,0,5,0,3,1,0,0,2,0,4,0,3,3
B004KDEWTS,2,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,6,0,0,1,0,0,1,2,0,0,0,0,1,0,4,0,0,0,0,2,0,0,0,0,0,3,2,0,2,0,0,6
B004KT4B7A,0,0,0,0,0,29,0,0,0,3,0,0,0,2,2,1,0,0,0,0,4,1,0,1,25,0,0,5,0,1,0,0,4,3,0,1,0,2,0,1,0,0,1,1,0,0,0,5,2
B004L3QQDC,0,0,0,0,2,14,0,0,0,3,0,1,0,1,1,0,0,4,0,0,4,1,0,1,7,0,1,1,0,2,0,3,3,1,0,0,0,0,0,0,0,0,0,2,0,3,1,0,1
B004L5QM8Y,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B004LPSDUY,0,1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0
B004LSN0GS,1,0,13,1,0,30,43,8,0,1,3,2,4,16,2,1,0,11,2,0,4,2,1,10,66,3,13,1,4,18,0,27,0,0,1,4,2,1,1,0,3,3,7,10,3,14,2,5,40
B004LYM00E,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B004M17D62,9,0,8,0,0,1,7,2,0,0,0,5,2,0,6,1,0,0,1,7,1,3,1,0,30,1,3,0,2,4,1,1,0,0,0,2,0,15,2,3,2,1,4,0,1,10,0,2,8
B004MCWDLQ,2,0,0,0,0,2,0,0,0,2,2,0,1,0,2,0,0,0,3,0,2,0,0,0,7,1,0,0,0,0,0,7,0,6,1,1,3,9,1,0,0,0,0,2,0,3,0,2,2
B004MKN3VW,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,6,1,3,0,17,2,0,0,0,0,1,0,1,0,0,1
B004MMRP14,1,0,0,0,0,12,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
B004MOOWOU,6,0,0,0,0,10,1,0,0,0,0,0,1,4,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,3,0,1,1
B004N79HGO,0,1,0,0,0,24,0,0,6,2,-1,0,0,0,1,0,0,16,1,0,1,2,0,0,26,0,0,1,0,1,1,4,4,0,0,0,0,1,0,0,0,1,1,5,0,0,0,4,0
B004NPOAY0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,2,0,2,0,3,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0
B004NRAYVQ,0,0,0,1,0,35,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,0,2,12,1,0,1,0,3,1,1,3,1,0,3,0,1,0,1,0,0,3,3,0,2,0,0,3
B004NW39OK,0,0,1,0,0,1,9,8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,7
B004O6347M,7,1,0,0,1,89,1,0,0,1,2,3,0,9,1,2,1,13,2,1,4,1,0,1,34,1,0,8,1,3,1,4,0,1,2,1,2,0,3,8,5,2,-1,3,0,8,0,1,7
B004O64HZ0,0,0,0,0,0,11,0,0,0,0,0,1,1,2,1,0,0,1,1,0,0,0,0,0,5,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,2
B004P5SR42,0,0,0,0,0,0,2,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,3,1,1,1
B004P6AGF4,0,0,0,0,0,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B004P8JL76,5,0,2,9,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,32,0,0,0,0,2,2,3,0,0,1,3,0,2,0,0,0,0,0,4,0,5,0,0,6
B004PBBSWO,0,0,9,0,0,5,2,0,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,1,7,0,2,0,0,0,0,5,0,0,1,-1,0,0,0,0,0,0,3,0,0,2,1,0,11
B004PLKSSE,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0
B004PTKZRU,0,1,0,0,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,10,1,0,0,0,3,0,1,3,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
B004Q1CZ16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,5,1,0,1,0,-1,1,0,0,0,0,1
B004Q9SXI2,1,0,0,0,0,15,0,0,3,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,8,0,0,1,0,0,2,1,2,0,0,1,0,3,0,0,0,0,0,0,0,2,1,0,2
B004QE25M2,0,0,15,0,0,0,5,2,0,1,1,0,6,0,1,0,1,0,0,0,0,1,0,2,6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
B004QFZJQA,1,0,0,0,0,1,0,0,3,7,0,1,0,2,1,1,0,0,0,0,2,0,0,0,10,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
B004QMZM8I,3,0,3,4,0,17,54,14,1,1,2,4,16,0,1,1,0,18,5,0,2,1,0,1,33,6,3,0,0,1,2,8,4,0,1,0,2,1,2,2,1,0,2,13,3,12,0,5,5
B004RE4GLY,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
B004S43QI2,0,0,1,0,0,7,0,0,0,1,0,0,0,4,1,0,0,1,0,0,3,1,0,-1,14,2,0,1,1,6,0,3,2,-1,1,2,0,1,1,0,-3,0,1,-1,0,1,-1,0,0
B004SCQOEW,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,1,1,2,0,0,1,0,0,4,0,0,0,0,1,0,0,1,0,0,0
B004SGUWLO,2,1,0,0,0,32,1,0,2,1,1,1,0,0,1,0,0,0,4,0,1,2,0,1,13,1,0,1,0,2,0,1,5,0,1,0,0,0,3,1,2,0,0,1,0,0,0,0,0
B004SH9BM4,0,1,0,0,0,25,0,0,0,3,0,2,0,1,2,0,0,0,1,0,1,1,0,2,9,0,0,0,0,7,2,2,2,0,3,1,0,0,2,0,1,0,1,1,0,1,0,0,0
B004SK7EGQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,-1,0,0,1,0,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1
B004SKBTSK,0,0,0,0,0,11,0,0,0,2,0,0,0,1,0,0,0,2,1,0,0,1,0,0,7,0,0,1,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B004SOY1XG,0,2,0,0,0,18,0,0,3,0,0,1,0,1,0,0,0,4,1,0,1,1,0,0,9,1,0,3,0,0,0,1,1,5,2,0,3,2,2,0,1,0,0,3,0,0,0,0,4
