asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime,title
B001R5KQGK,"[0, 0]",1,Battery came quickly and in good condition.  It's in my cell and  seems to be working fine.  The true test will be this next week while I'm at work.  So far so good and it looks like I would purchase from them again in the future.  Will update next week.,"07 11, 2011",ANNOX60TWI5QT,Amazon Customer,Battery BB8320,1310342400,Blackberry Standard Lithium-ion Replacement Battery Cs2 Cs-2 for RIM Blackberry 8330 8310 8320 8300 Curve Smartphone
B001R5KQGK,"[0, 0]",1,I purchase this battery as a spare for my blackberry phone.  When I placed the battery in the phone it didn't even recognize it.  I plugged in the charger and the light continued to be red for over two hours. I have sinced moved and lost it which is great because I still have the phone with the original battery that works fine. Don't buy this it's a waste of good money.,"11 16, 2011",ANZCTFULOKLP,"April Bullock ""I like to listen to books in m...",This battery would not charge!,1321401600,Blackberry Standard Lithium-ion Replacement Battery Cs2 Cs-2 for RIM Blackberry 8330 8310 8320 8300 Curve Smartphone
B001R5KQGK,"[0, 0]",4,this was a few phones ago and I was always running out of battery life.  this was a good deal,"02 3, 2014",A2SJK4APR96VUG,Beverly,phone battery,1391385600,Blackberry Standard Lithium-ion Replacement Battery Cs2 Cs-2 for RIM Blackberry 8330 8310 8320 8300 Curve Smartphone
B001R5KQGK,"[0, 0]",5,"i got this one since my carrier wanted to charge me $80 for a replacement, and the orginal battery die out so fast and it was not any help. So I got this one and little did you know i had more life on my blackberry then I ever did before, and for the price well i had to have it, It is cheaper to get this things on amazon","07 30, 2009",A36FZR7WFQ6T4R,bless,bettery than the orginal,1248912000,Blackberry Standard Lithium-ion Replacement Battery Cs2 Cs-2 for RIM Blackberry 8330 8310 8320 8300 Curve Smartphone
B001R5KQGK,"[0, 0]",5,Excellent OEM Replacement.  Worked like a charm and gave me back my 3 day battery life that I used to love about my BB.,"07 5, 2011",A3I1Q8D8QJS605,Boost,Excellent OEM Replacement.,1309824000,Blackberry Standard Lithium-ion Replacement Battery Cs2 Cs-2 for RIM Blackberry 8330 8310 8320 8300 Curve Smartphone
B001R5KQGK,"[1, 1]",1,"Refurbished, I believe. Terrible batteries. If your going to buy these, I would recommend buying at least 3... I only bought 1. It didn't work. As soon as I got the package, I swapped batteries with my old one in my blackberry. I charged it for about 3 hours before checking the battery level. It was stuck at 90%... when I unplugged my phone from the wall charger,the battery died within 30 minutes. It doesn't hold a charge. Wow. $7 is too good to be true for a good battery. ($7.00 is with shipping.)","03 15, 2010",AKSFZ4G1AXYFC,"C.E. ""Frank""",Terrible. Looks used and the battery life is even worse,1268611200,Blackberry Standard Lithium-ion Replacement Battery Cs2 Cs-2 for RIM Blackberry 8330 8310 8320 8300 Curve Smartphone
B001R5KQGK,"[0, 0]",5,"Works just like the one that came with my phone. I have had them for a few months and have had no problems. They hold a charge for months it seems, I keep them as back ups. Good buy!","10 27, 2009",A3RTCA21S7BQ3P,"Daren G. Peck ""tingo25""",No problems,1256601600,Blackberry Standard Lithium-ion Replacement Battery Cs2 Cs-2 for RIM Blackberry 8330 8310 8320 8300 Curve Smartphone
B001R5KQGK,"[0, 0]",5,"The original Blackberry Curve 83xx is a pretty amazing device. A family member is still using one and still going strong! Works so good that the original battery wore out. This replacement battery for $3 did the job! The Blackberry now performs just like it did when brand new. I believe the battery was brand new - fresh stock (if that is possible), and is an original OEM battery as pictured.","09 7, 2012",A3LK8HLRQGVFL6,Fuzzy Jones,Fresh OEM Battery!,1346976000,Blackberry Standard Lithium-ion Replacement Battery Cs2 Cs-2 for RIM Blackberry 8330 8310 8320 8300 Curve Smartphone
B001R5KQGK,"[1, 1]",3,"ThisBlackberry Standard Lithium-ion Replacement Battery C-S2is listed as being for the Blackberry 8330, 8310, 8320, and 8300 Curve Smartphone, but with that C-S2 designation, it's also the replacement for the BlackBerry Curve 9330. Bought this because my original C-S2 battery and a backup of the same were failing.The original that came with the phone is listed at 1150mAh, and is supposed to have a talk time of three hours, with a standby time of 1 days. When my talk time had hit under an hour and standby time was less than a day, it was time to replace it. Since the BlackBerry C-S2 battery has a cryptographic chip to ensure you're using the right one for the particular BlackBerry smartphone you have, it should either work or be a dud.And when I received this battery, it was a dud.But going back to the original documentation for these, the BlackBerry C-S2 battery requires a full 8-hour or longer charge before it can be used, so I charged this one. That did the trick... to some degree.This replacement has never been quite up to the talk time of the original when it was new, but at about 2 hours, it wasn't worth sending back, so I've kept it. This one is better than another that I picked up here from another vendor, so it was better to hold onto one that worked as opposed to one that didn't.Your experiences may be different, and from some of the reviews posted here, that seems to be the case. If I planned on keeping my 9330 Curve for a few more years, I might have complained, but there are other smartphones that get better life (and performance) today, so this one is at least a solution that keeps it going for now.If you get one of theseBlackberry Standard Lithium-ion Replacement Battery C-S2packs here, my only suggestion is that you charge it for 8-12 hours before you use it. For me it was a gamble that worked... somewhat.10/25/2012","10 25, 2012",AEJAGHLC675A7,John Williamson,First aid for a battery-eating smartphone,1351123200,Blackberry Standard Lithium-ion Replacement Battery Cs2 Cs-2 for RIM Blackberry 8330 8310 8320 8300 Curve Smartphone
B001R5KQGK,"[0, 1]",5,This thing is delicious. I especially enjoyed it with my cheerios along with some cut up bananas that you could throw in the bowl. Whole milk...by far!Appears to be a battery that works so far. But you never know what cheap knockoffs are out there! (so far so good :D),"07 16, 2010",A2QSRNN45LX9X1,lex,muy bien!,1279238400,Blackberry Standard Lithium-ion Replacement Battery Cs2 Cs-2 for RIM Blackberry 8330 8310 8320 8300 Curve Smartphone
B001TI1GLO,"[0, 0]",3,"Can be used for lots of different places, other than the vehicle...Very securely mounted...Can even talk on the telephone using it...:)","07 27, 2012",A2XX0NV0GJB4GA,Art,All kinds of uses,1343347200,360 Degree Rotatable Car Windshield Holder Suction Mount for Apple iPhone 3G / 3G S Black (8gb/16gb/32gb) by AccessoryWizard
B001TI1GLO,"[0, 0]",5,Cool item. I used it and it still works. I am sure that says it all,"06 30, 2014",A28HYT5QDV56XW,CVRev,I would recommend this Mount,1404086400,360 Degree Rotatable Car Windshield Holder Suction Mount for Apple iPhone 3G / 3G S Black (8gb/16gb/32gb) by AccessoryWizard
B001TI1GLO,"[0, 0]",3,"Not long after receiving this product the holder broke, since its generic it was difficult to slip in my 3GS and eventually cause the clips to break","12 26, 2013",A1XE7GTQSW4PFX,Danny Lively,worked okay,1388016000,360 Degree Rotatable Car Windshield Holder Suction Mount for Apple iPhone 3G / 3G S Black (8gb/16gb/32gb) by AccessoryWizard
B001TI1GLO,"[0, 0]",5,what i saw is i did not get that but i did get my refund though the clip was broken and i sent that broken one back i was like what am i going to do with him i got my refund so i say this person was amazing,"10 7, 2011",A31V4LIT5C7OU6,hey,good and bad,1317945600,360 Degree Rotatable Car Windshield Holder Suction Mount for Apple iPhone 3G / 3G S Black (8gb/16gb/32gb) by AccessoryWizard
B001TI1GLO,"[0, 0]",2,"I was not happy because I have to take my phone out of the Otterbox Defender series (what a pain) to snap the phone into place in this holder. I don't love having to do that but, if you dont use a case it does hold on to the windshield great. The suction on the windshield is great.","09 14, 2012",AOWDF9DV6FWNM,Jamie gordon,Can't use with OtterBox,1347580800,360 Degree Rotatable Car Windshield Holder Suction Mount for Apple iPhone 3G / 3G S Black (8gb/16gb/32gb) by AccessoryWizard
B001TI1GLO,"[0, 0]",4,I use this thing every day.  I enjoy it greatly and my ipod fits in in perfectly,"11 7, 2009",AVYVF004Y9SMY,K. Johansen,ipod mount,1257552000,360 Degree Rotatable Car Windshield Holder Suction Mount for Apple iPhone 3G / 3G S Black (8gb/16gb/32gb) by AccessoryWizard
B001TI1GLO,"[0, 0]",5,"I felt that this product is excellent.  It holds the phone stug and tight, so it doesn't come unhooked.  It is very easy to adjust  on the windsheild.","10 21, 2010",A2OJPNLKNH37SR,Ted B.,Rotatable Car Windsheild Holder for 3G s Black Apple Phone,1287619200,360 Degree Rotatable Car Windshield Holder Suction Mount for Apple iPhone 3G / 3G S Black (8gb/16gb/32gb) by AccessoryWizard
B001TI1GLO,"[0, 0]",1,this broke in a few days of using it never going to buy this again waste of my money good luck to everyone else,"12 3, 2010",A5HPUYH4Q68U6,valois,cheap,1291334400,360 Degree Rotatable Car Windshield Holder Suction Mount for Apple iPhone 3G / 3G S Black (8gb/16gb/32gb) by AccessoryWizard
B001U3O1ZG,"[0, 0]",5,I bought this thing for my Blackberry and It's such a great thing to have to protect your screen and avoid from scratching.,"01 20, 2013",ACIOA70139E0P,Al Anthony Dagudag,Great thing,1358640000,3 PACK BlackBerry Curve 8900 Screen Protector
B001U3O1ZG,"[0, 0]",5,I was scared about buying the protectors b/c no one left a review but I bought it anyways cause its a 3 pack for a GOOD price.,"02 23, 2014",A1XATMMB4NI726,JavierOcandoC,great,1393113600,3 PACK BlackBerry Curve 8900 Screen Protector
B001U3O1ZG,"[0, 0]",5,used one on my 8900 and another on the wife's 9300 - close enough fit that you would have to be pretty picky to notice.  Good value here!!,"11 28, 2012",A3FX4SAEC1VSJB,kevin b lee,great,1354060800,3 PACK BlackBerry Curve 8900 Screen Protector
B001U3O1ZG,"[0, 0]",5,easy to use. fits great and doenst lift up. i have one of these bad boys on my cell phone for the last 4 months and it has never lifted not have i had to change it. excellent product,"04 16, 2013",A3S664GDGFCBLE,Lovlylisie,great buy,1366070400,3 PACK BlackBerry Curve 8900 Screen Protector
B001U3O1ZG,"[0, 0]",3,"I tried twice and didn't get a great seal on the screen. I'm sure it can be done and I was only having trouble because I'm a clutz. But if you're thinking about buying 1, just go for the three. I'm sure they don't last forever.","10 6, 2009",A11U7BJTYTZL5V,Mark,Good thing they come in a 3 pack,1254787200,3 PACK BlackBerry Curve 8900 Screen Protector
B001UC9NOQ,"[0, 0]",5,"Got from reseller Yellowdeals for less than 1.3 dollars shipped. OEM Blackberry cable with logo, etc. 1 meter length. Not sure how they make money but I'll take it :-)","05 14, 2011",A1ZPUV0TEBAKOT,,OEM Blackberry 1 meter,1305331200,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",5,Package came in great condition and arrived sooner than they said. Its an offical blackberry cable as far as I can tell. It charges and allows data transfer. Its a cable and it does its job. No issues with it. Good buy!,"05 20, 2011",A87IH41FEEX0K,,does its job,1305849600,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[178, 179]",5,"This is a generic 'Type A to Micro B' USB cable and it's in no way Blackberry specific but, YES, it WILL work with a BB Bold or Storm. I needed one of these to connect one camera to the computer because I lost the original when someone 'found' my camera case. It works.On this specific cable, everything is done right, including the price. It is USB 2.0 certified, meaning that it supports data transfer rates of up to 480Mbps and, if your device accepts a Micro-B plug, this is the cable to get. Maybe the 2-meter length (6+ ft.) is a little bit too much but it does not bother me a lot and there may come a time when a cable this long may come in handy.I am awarding this item 5 stars for price, quality and, especially, for the very good presentation on Amazon's page.______________________________________________Notes:Anyone in the market for a USB cable should be very careful because there are at least 6 kinds of USB connectors. If you are buying a cable that connects 'something' to your computer or laptop, the computer end of the cable will always be a USB-A or 'Type A' connector. At the other end, you may have a USB-B/Type B - a nearly square shaped connector used mostly to deliver power to a device but this is rare. Most likely, you will have a Mini-B or a Micro-B. The difference between the 2 is that the Micro-B is half as thick while the width is the same - Mini-B is 3x7mm while Micro-B is 1.5x7mm.If your device (phone, PDA, camera) is a 'new' one and it's using USB, chances are that they will need a Micro-B connector because the industry seems to be adopting the 'Micro' form factor as its standard. If the above sounds simple, you should keep in mind that some devices require Mini-AB or Micro-AB connectors, also known as USB OTG (OnTheGo) devices.My advice: before ordering any cable, make sure that you clearly understand what type of cable you need. This Amazon listing and most Cables Unlimited listings are most helpful because the Amazon page gives you a visual of what the connectors look like. Whenever in doubt, do some more research.","11 17, 2009",ADLVFFE4VBT8,"A. Dent ""Aragorn""",Not BlackBerry-specific but a good cable if this is what you need,1258416000,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[1, 1]",5,"I ordered this to have a few extra cables. I wanted one at the office, home and a travel case. They work great and were very inexpensive.","04 11, 2010",A32N8K9NMZI9WK,Anthony Poe,Great replacement cable,1270944000,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",4,"Bought 3 from 1on1. very robust, hearty 1m cables. They charge and transfer data well with my EVO and Nook reader.","07 9, 2011",A17AXTL3LH9MSY,Art Vandalay,"Inexpensive, well built, functional cables",1310169600,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 1]",5,"The title says it all.  The cable is RIM (Blackberry) branded, seems to be constructed really well, and works with my Nexus One - both to charge and transfer data. No complaints - how much more can one expect for less than $2.","10 10, 2010",ASH4COAK80Q73,Ashok Aiyar,"Cheap, good quality - works well with my Droid phone",1286668800,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[1, 1]",5,"No frills, no unnecessary length - - - just the perfect little charging cable at the perfect little price.  Works with Blackberry and Droid - - probably most other micro usb devices too.","03 15, 2010",A3G07AKUPSTJU2,B,Just what I needed,1268611200,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",5,"I lost this cable but when I had it, it worked like a charm, never bought another one because I tried other products.","12 17, 2013",A1TZBWQJ0VKRD4,Bryan S. Ball,it works!,1387238400,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",5,"Thanks to another reviewer, I confirmed that this would work well for my original Motorola Droid- and it definitely does. Why it's about a buck cheaper than the droid cable by the same manufacturer and seller is beyond me.It's a fairly thick cable. Works fine. I'm not sure what else you can say about it.","09 3, 2010",A1B8Y83O1ZTYCB,CelticBrewer,Great Droid Cable!,1283472000,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",4,"great quality overall. stays securely connected to the computer and phone. mine came unbranded which I'm glad since I don't actually use this cable for a BlackBerry. The only knock against it was that it had some sharp plastic bits that didn't get smoothed out before arriving in my hands, so I had to do that myself which was kind of annoying.","02 13, 2013",A1GPS8D0AWIEG8,CT0123,micro usb cable,1360713600,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",5,"This is a totally standard MicroUSB cable.  It will work with any phone or other device that requires this connector, for charging or data transfer.It's a nice cable.  It's a bit thicker and sturdier, and a bit longer, than the one that probably came with your phone.  A good deal!","01 25, 2011",AVASR8B2Z33SR,Daniel Lenski,Good quality cable,1295913600,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",5,"Fine product with a strange name. Why narrow possible buyers to ""BlackBerry 8900, 9500, and 8220"" owners, when it's simple Micro USB cable, which works with any compatible device?","07 24, 2011",A2PVPV435P05SX,David Jashi,Works as intended,1311465600,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",5,"Needed a second USB charger for work, bought this one, free shipping, super cheap....not sure if it would work. Its a snug fit, I didn't think it was going to fit but it does and charges/syncs my Evo 4G no problemo =)","11 17, 2010",AVSRLB4QXACSV,"Davizzle ""The Dizz""",Works for HTC Evo 4G,1289952000,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",1,"This item is neither a Blackberry cable or a Data Sync cable. It will only supply a charge and no data synce ability. Item was inexpensive and very cheaply made. Spend another dollar and get a better cable.BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220","08 28, 2011",A2KQ1DGZH4B1P9,Dko3030,Piece of Crap!,1314489600,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[1, 1]",5,"Cable does exactly what it says, charges and syncs my mytouch 4g phone which uses the micro usb connector. The cable is only about 3 feet long which is pretty short, but it works as advertised.  Can't beat it for the price.","12 15, 2010",AFN4DCK8VWBZM,E. Munguia,Great Cable for a Great Price,1292371200,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",5,"I was looking for an extra cheap cable to charge my nexus 7 and this fit the bill perfectly.  It charges my tablet as well as letting me update my harmony remote.  I assume its pretty much a standard cable, but at a big box you'd be paying 20X as much for a cheap cable, even if it isn't the most durable the price was right.","10 26, 2012",A1R19YYR5OR26T,Frank Hoeft,Charges my nexus 7,1351209600,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",3,This cord is pretty much as advertised. I use it to connect my Droid Incredible 2 to my computer. The connection to the phone isn't tight and wiggles a lot but it doesn't seem to affect anything. It charges SUPER slow  but I'm not sure if that's the cord or just my computer.,"10 6, 2011",A23SDOYBLCE326,Gatoralum,Ok,1317859200,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",4,Was a Bit Short for needs but still works Great!. Will Prob order again in the future. Using it with An Xperia X10 and Galaxy S2,"12 6, 2011",A14MW28DRHX8ZB,HuntersPad,Short But Works Great,1323129600,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",4,Its a little thicker than average but does a good job sending data and charges pretty fast. It could be a little bit longer.,"11 30, 2013",A2YPBQSX0NI6PA,Inkster,Works fine,1385769600,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",5,"It simply works and is compatible with more then black berry as i use it on my kindle, phone, bluetooth headset and tablet. so dont befouled by the blackberry in the description as it not just for blackberry.","11 4, 2011",A2T4XPDLZBP7XN,Jakethesnake,It works for more then black berry,1320364800,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",5,I recommend this product as with all charging you have to have the right plug socket and this worked very well.,"12 17, 2013",A3F7KTAV4LJCS5,JEFFREY T O'KEEFE,Did what it was described to do.,1387238400,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",5,"I have so many devices these days and fortunately they are all starting to take the Micro usb charging plug. I ordered several of these so I could keep a few at work, a few in my truck and a few at home and it charges and fits anything I have with a micro usb plug on it. That being said if a device has a case on it you might have a problem, but I don't use cases on my devices so everything fits perfectly.I charge my work Blackberry Tour 9650, my Samsung Galaxy s2 (at&t; model), bluetooth hands free car speaker, kindle, external battery back and a number of other devices with these cables and each one works perfectly. These cables are exactly what I needed and cheap enough to buy a box full. :)","01 7, 2012",A1ZU55TM45Y2R8,J. Haggard,Fits a Blackberry Tour 9650 and Samsung Galaxy s2 perfectly!,1325894400,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",5,"cable construction is solid; at least as good as OEM.  works for EVO; I bought extras to leave at office.wish they made one with 6"" cable.... most of the time I am just using it to hook up to a computer to charge.","05 8, 2011",A1W5W1NFNWOT6H,John,works for EVO,1304812800,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",5,"Bought this to connect my blackberry torch to my laptop. Good lenght and, obviously, very easy to plug and play. Seems sturdy and able.","11 22, 2011",A2FD834RITVVXH,KCRanch,Works!,1321920000,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",4,"For the price I would say buy it. Syncs just fine, charges just fine. What does anyone get for a buck these days anyways? Again, it says Blackberry but works for any micro usb charging device. Buy it.","12 11, 2012",A2Z64MOSXML3WX,"kunal ""K""",Nothing great - plain old USB cable,1355184000,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",4,"This USB cable is as described.  It has a micro USB connector on one side, and standard type A on the other.  The micro USB plug has a BlackBerry logo on it.It works as for charging and data and the cable seems to be fairly sturdy and is quite thick compared to some other USB cables.Unfortunately, the thickness makes the cable stiff and difficult to straighten out when you open it, and tends to move your phone instead of letting the phone move the cable.This is an annoyance to me and is the reason I rated the product 4 instead of 5 stars.","02 19, 2011",A64S8V75ITLFG,longcat,Good deal,1298073600,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",5,Got this as a spare cable since hubby is always taking them to work & not bringing them home. It works as expected.,"12 23, 2012",AC8C9PT59CDW1,M.A.R.,Good product,1356220800,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[1, 1]",5,Purchased for my Evo 4g and transfer's data and charges just like OEM one!  Seems to be better quality too!,"03 5, 2011",A3HAK0FFXS9F8Y,Morbidraven,Perfect for HTC EVO 4G,1299283200,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[2, 2]",3,"Before anyone gets bent out of shape, I just want to say that I knew full well what I was getting myself into.  Namely, that some have used it for Blackberries.  That being said, I decided that a couple of bucks was nothing much to lose with my experiment.  On a Samsung Intercept, you'll notice that the micro usb area on the phone is covered by what seems like a flimsy tied on piece of rubber that folds down flat when not using the plug.  When you try to push the micro usb charger or sync plug into the phone, it is a very tight fit and really can't be done (by me) in full dark.  I always have to use a separate light source to accomplish my goal, but I risk waking up my hubby when I do that.  Also, it has a short cord, which is great if you don't need a long one.  I've also gotta say that the cable is really thick so it isn't forgiving and doesn't want to lay flat.Despite all that, I do recommend it to anyone that doesn't want to pay an arm and a leg for these. They do the job.","10 30, 2010",A25JF4201HQEJF,"Mostlee ""Everquest fan""","Tight fit for a Samsung Intercept, but better than nothing",1288396800,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",3,I am not sure if this is an issue with my Blackberry or the cable but it does not work with my computers.,"05 22, 2012",AKFJ64DPB44O9,Nadine,Does not work with my computers,1337644800,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",5,"I never thought I'd write a review for a USB cable, until a no-name 99 white cable I was using burned up on me in my car while charging myJabra SP700 Bluetooth Speakerphonevia thePowerjolt Dual Universal USB Micro ChargerI have plugged into my center console's 12V power jack.I don't know what the current demand was of the speakerphone battery, nor do I know what max amperage of the cheap white cable was rated at versus this BlackBerry cable, but this cable is definitely thicker and hopefully won't suffer a similar demise. The Powerjolt charger puts out a claimed 1A per port, which is quite a healthy amount of juice for your typical itty bitty USB cables.The micro USB end of the cable isn't too fat to prevent it from connecting with the Jabra nor myPlantronics Savor M1100 Bluetooth Headset(some bulkier USB ends had interference problems with plugging in to the Jabra charging port.My one criticism of this cable is that there's nothing molded into the plugs or stenciled on the cable to indicate that it is in fact a genuine RIM / BlackBerry product. Not that that matters one bit to me so long as it doesn't light my car on fire -- and so far, so good.","08 8, 2011",A2K5RRMPICZ606,Nathaniel Allen,"So far, so good for high-current charging...",1312761600,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",5,"i had to splice my own cables before i found this for a couple bucks. FAST shipment, quality cable. I thought my phone was damaged and battery too. I used this cable and it charged like normal. Its a very solid cable, ran over it with a chair, stepped on it, rough handled it and its all good.","11 7, 2011",A3R40O403XN8UZ,neXus,perfect,1320624000,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",5,"No complaints here, this cable worked perfectly fine for over a year. After all, it's a &#402;ucking cable for heavens sake.","09 26, 2011",AKJOL2Y2XJT00,"Nicholas Walker ""Savage""",Worked fine for over a year,1316995200,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",3,"This cable does not charge using the stock wall adaptor for the Galaxy Nexus. It charges using weaker wall adaptors, but only as USB, which charges substantially slower.","03 1, 2012",A35LON0JCSA4U8,Online Reviewer,Samsung Galaxy Nexus,1330560000,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",5,no problems. did everything youd expect. good length. durable. never broke on me. had it for years and still no problem,"01 31, 2014",A1PD23YQGSRA61,Phillip,worked like it was supposed to,1391126400,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[2, 3]",4,"I bought this cable to use with my Palm Pre, and it works fine.My only problem is the cable is a bit too short for my needs. I've got a desktop PC on the floor and the cable is only about 18-24"" long. I really need a 3' cable.The shorter than expected length is not the cables fault. It arrived in new condition and works fine other than the length problem I'd have reviewed it as 5 stars.","08 15, 2009",ANEXFROORI6F6,Pilchard,This cable works with my Palm Pre,1250294400,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",5,"Received the cable today from my personal favorite Amazon cell phone accessory dealer, Elctromaster.  I tried it out immediately by plugging it into the USB port on my PC at my desk at work, then into my BlackBerry Style 9670.  The USB Port/PC instantly recognized the phone as a ""BlackBerry Device"" and began charging it, same as my OEM cable.  I'm not going to use it as a data sync cable, but only as a back-up charger, and it works perfectly so far.  It's a bit of a thinner gauge compared to the original OEM cable that came with my phone, but at the same time is much more flexible and pliable.  It is NOT BlackBerry branded (but wasn't expected to be based on the description), and is quite a bit shorter than described.  Amazon states 3.9 feet.  I don't have a tape measure with me, but placed side by side with the OEM cable, it's about 18 inches shorter.  No problem for me.  That actually works out better because I only need maybe 2 feet to charge my phone at work.  If you're looking for a longer cable, you might want to look into a different one though.  Other than the length, it's as described, in NEW condition, and works as expected.  5 stars from me.","04 26, 2012",A2HBIQ6IO7ITTH,Pointnino,"As described, except shorter.",1335398400,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",5,Not a lot to say but it works.  Simple cable that charges my phone.  I got 5 and gave them to my office mates as well to charge their phones.  No issues whatsoever.,"08 23, 2010",AULFUAC7CWQPA,"RB ""RB""",Functions as represented,1282521600,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[1, 5]",3,"Not the fault of the cable, but it is the reason I purchased it. I'm sure it's a great cable otherwise.","10 17, 2009",A1NPKJKOQ7KOE6,"Scooter ""Go Giants!""",Doesn't work with Macbook Pro/Snow Leopard & Sprint MiFi,1255737600,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
B001UC9NOQ,"[0, 0]",5,I purchased this cord because I needed a new USB cord for my HTC EVO....it worked perfectly!!!!!! I should've purchased an extra one for the price I paid :-),"05 13, 2011",A2R84OK7440ELC,ShBrooks,HTC EVO,1305244800,"BlackBerry USB DataSync and Charging Cable with Micro USB for BlackBerry 8900, 9500, and 8220"
